#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
87.5	18.87	2807.2	3.12	0.62	2792.90	2.53	0.50	2792.3	2.33	0.46
87.55	18.37	2808.8	3.12	0.60	2794.88	2.53	0.49	2794.4	2.38	0.46
87.6	19.38	2810.4	3.12	0.63	2796.85	2.53	0.52	2796.5	2.33	0.47
87.65	20.38	2812.0	3.12	0.67	2798.83	2.53	0.54	2798.7	2.33	0.50
87.7	20.88	2813.6	3.12	0.68	2800.80	2.40	0.53	2800.8	2.38	0.52
87.75	20.38	2815.2	3.12	0.67	2803.00	2.27	0.49	2802.9	2.33	0.50
87.8	18.87	2816.8	3.12	0.62	2805.20	2.28	0.45	2805.1	2.33	0.46
87.85	17.37	2818.4	3.12	0.57	2807.39	2.28	0.42	2807.2	2.38	0.43
87.9	15.36	2820.0	3.12	0.50	2809.59	2.27	0.37	2809.3	2.33	0.38
87.95	13.85	2821.6	3.12	0.45	2811.79	2.27	0.33	2811.5	2.33	0.34
88	11.84	2823.2	3.12	0.39	2813.99	2.28	0.28	2813.6	2.38	0.30
88.05	12.34	2824.8	3.12	0.40	2816.18	2.28	0.30	2815.7	2.33	0.30
88.1	13.35	2826.4	3.12	0.44	2818.38	2.27	0.32	2817.9	2.33	0.33
88.15	14.35	2828.0	3.12	0.47	2820.58	2.27	0.34	2820	2.38	0.36
88.2	15.86	2829.6	3.12	0.52	2822.78	2.27	0.38	2822.1	2.33	0.39
88.25	18.87	2831.2	3.12	0.62	2824.98	2.28	0.45	2824.3	2.33	0.46
88.3	21.89	2832.9	3.12	0.72	2827.17	2.28	0.52	2826.4	2.38	0.55
88.35	21.89	2834.5	3.12	0.72	2829.37	2.27	0.52	2828.5	2.38	0.55
88.4	19.88	2836.1	3.12	0.65	2831.57	2.27	0.47	2830.6	2.33	0.49
88.45	18.87	2837.7	3.12	0.62	2833.77	2.28	0.45	2832.8	2.33	0.46
88.5	18.87	2839.3	3.12	0.62	2835.96	2.28	0.45	2834.9	2.33	0.46
88.55	18.87	2840.9	3.12	0.62	2838.16	2.27	0.45	2837.1	2.33	0.46
88.6	17.87	2842.5	3.12	0.58	2840.36	2.27	0.43	2839.2	2.38	0.45
88.65	17.37	2844.1	3.12	0.57	2842.56	2.27	0.41	2841.3	2.33	0.42
88.7	15.86	2845.7	3.12	0.52	2844.76	2.28	0.38	2843.5	2.22	0.37
88.75	14.35	2847.3	3.12	0.47	2846.95	2.28	0.34	2845.8	2.13	0.32
88.8	13.85	2848.9	3.12	0.45	2849.15	2.27	0.33	2848.2	2.08	0.30
88.85	14.35	2850.5	3.12	0.47	2851.35	2.27	0.34	2850.6	2.08	0.31
88.9	15.36	2852.1	3.12	0.50	2853.55	2.28	0.37	2853	2.08	0.34
88.95	15.86	2853.7	3.12	0.52	2855.74	2.28	0.38	2855.4	2.13	0.35
89	16.36	2855.3	3.12	0.54	2857.94	2.27	0.39	2857.7	2.13	0.37
89.05	17.37	2856.9	3.12	0.57	2860.14	2.27	0.41	2860.1	2.08	0.38
89.1	18.87	2858.5	3.12	0.62	2862.34	2.27	0.45	2862.5	2.08	0.41
89.15	19.38	2860.1	3.12	0.63	2864.54	2.28	0.46	2864.9	2.08	0.42
89.2	21.39	2861.7	3.12	0.70	2866.73	2.28	0.51	2867.3	2.13	0.48
89.25	22.90	2863.3	3.12	0.75	2868.93	2.27	0.55	2869.6	2.13	0.51
89.3	22.39	2864.9	3.12	0.73	2871.13	2.27	0.53	2872	2.08	0.49
89.35	21.89	2866.5	3.12	0.72	2873.33	2.28	0.52	2874.4	2.08	0.48
89.4	22.39	2868.1	3.12	0.73	2875.52	2.28	0.54	2876.8	1.41	0.33
89.45	21.89	2869.7	3.12	0.72	2877.72	2.27	0.52	2881.5	2.11	0.49
89.55	21.89	2873.0	3.12	0.72	2882.12	2.27	0.52	2883.9	3.12	0.72
89.6	20.88	2874.6	3.12	0.68	2884.32	2.28	0.50	2886.3	2.17	0.48
89.65	18.87	2876.2	3.12	0.62	2886.51	2.28	0.45	2888.5	2.44	0.48
89.7	18.87	2877.8	3.12	0.62	2888.71	2.27	0.45	2890.4	2.70	0.54
89.75	18.87	2879.4	3.12	0.62	2890.91	2.27	0.45	2892.2	2.70	0.54
89.8	19.88	2881.0	3.12	0.65	2893.11	2.28	0.48	2894.1	2.63	0.55
89.85	22.39	2882.6	3.12	0.73	2895.30	2.28	0.54	2896	2.63	0.62
89.9	24.40	2884.2	3.12	0.80	2897.50	2.27	0.58	2897.9	2.70	0.69
89.95	25.41	2885.8	3.12	0.83	2899.70	2.48	0.66	2899.7	2.70	0.72
90	26.41	2887.4	3.12	0.86	2901.54	2.72	0.75	2901.6	2.63	0.73
90.05	26.41	2889.0	3.12	0.86	2903.38	2.72	0.76	2903.5	2.63	0.73
90.1	25.91	2890.6	3.12	0.85	2905.21	2.72	0.74	2905.4	2.63	0.72
90.15	24.40	2892.2	3.12	0.80	2907.05	2.72	0.70	2907.3	2.70	0.69
90.2	23.90	2893.8	3.12	0.78	2908.89	2.72	0.68	2909.1	2.70	0.68
90.25	21.89	2895.4	3.12	0.72	2910.73	2.72	0.62	2911	2.63	0.60
90.3	20.38	2897.0	3.12	0.67	2912.57	2.72	0.58	2912.9	2.63	0.56
90.35	20.38	2898.6	3.12	0.67	2914.41	2.72	0.58	2914.8	2.70	0.58
90.4	22.39	2900.2	3.12	0.73	2916.24	2.72	0.64	2916.6	2.70	0.64
90.45	24.40	2901.8	3.12	0.80	2918.08	2.72	0.70	2918.5	2.63	0.67
90.5	25.91	2903.4	3.12	0.85	2919.92	2.72	0.74	2920.4	2.56	0.70
90.55	25.91	2905.0	3.12	0.85	2921.76	2.72	0.74	2922.4	2.50	0.68
90.6	26.41	2906.6	3.12	0.86	2923.60	2.72	0.76	2924.4	2.44	0.68
90.65	25.91	2908.2	3.12	0.85	2925.43	2.72	0.74	2926.5	2.38	0.65
90.7	23.40	2909.8	3.12	0.77	2927.27	2.72	0.67	2928.6	2.33	0.57
90.75	20.38	2911.5	3.12	0.67	2929.11	2.72	0.58	2930.8	2.38	0.51
90.8	16.36	2913.1	3.12	0.54	2930.95	2.72	0.47	2932.8	2.44	0.42
90.85	14.85	2914.7	3.12	0.49	2932.79	2.72	0.42	2934.9	2.44	0.38
90.9	16.36	2916.3	3.12	0.54	2934.63	2.72	0.47	2936.9	2.44	0.42
90.95	21.89	2917.9	3.12	0.72	2936.46	2.72	0.63	2939	2.50	0.57
91.05	28.93	2921.1	3.12	0.95	2940.14	2.72	0.83	2942.9	2.50	0.76
91.1	36.47	2922.7	3.12	1.19	2941.98	2.72	1.04	2945	1.96	0.75
91.15	40.99	2924.3	3.12	1.34	2943.82	2.72	1.17	2948	1.33	0.57
91.2	41.49	2925.9	3.12	1.36	2945.65	2.72	1.19	2952.5	1.64	0.71
91.25	39.99	2927.5	3.12	1.31	2947.49	2.72	1.14	2954.1	3.13	1.31
91.3	37.98	2929.1	3.12	1.24	2949.33	2.72	1.08	2955.7	3.12	1.25
91.35	34.46	2930.7	3.12	1.13	2951.17	2.72	0.98	2957.3	3.13	1.13
91.4	29.43	2932.3	3.12	0.96	2953.01	2.72	0.84	2958.9	3.13	0.97
91.45	23.90	2933.9	3.12	0.78	2954.85	2.72	0.68	2960.5	3.13	0.78
91.5	19.88	2935.5	3.12	0.65	2956.68	2.72	0.57	2962.1	3.03	0.63
91.55	17.87	2937.1	3.12	0.58	2958.52	2.72	0.51	2963.8	3.03	0.57
91.6	19.38	2938.7	3.12	0.63	2960.36	2.72	0.55	2965.4	3.13	0.64
91.65	20.88	2940.3	3.12	0.68	2962.20	2.72	0.60	2967	3.13	0.69
91.7	22.90	2941.9	3.12	0.75	2964.04	2.72	0.66	2968.6	3.13	0.75
91.75	23.90	2943.5	3.12	0.78	2965.87	2.72	0.68	2970.2	3.12	0.78
91.8	25.91	2945.1	3.12	0.85	2967.71	2.72	0.74	2971.8	3.12	0.85
91.85	26.92	2946.7	3.12	0.88	2969.55	2.72	0.77	2973.4	3.13	0.88
91.9	28.42	2948.3	3.12	0.93	2971.39	2.72	0.81	2975	3.13	0.93
91.95	31.44	2950.0	3.12	1.03	2973.23	2.72	0.90	2976.6	3.13	1.03
92	30.94	2951.6	3.12	1.01	2975.07	2.72	0.89	2978.2	3.03	0.98
92.05	26.41	2953.2	3.12	0.86	2976.90	2.72	0.76	2979.9	3.03	0.84
92.1	22.90	2954.8	3.12	0.75	2978.74	2.72	0.65	2981.5	3.13	0.75
92.15	19.38	2956.4	3.12	0.63	2980.58	2.72	0.55	2983.1	3.13	0.64
92.2	17.87	2958.0	3.12	0.58	2982.42	2.72	0.51	2984.7	3.12	0.59
92.25	18.87	2959.6	3.12	0.62	2984.26	2.72	0.54	2986.3	3.12	0.62
92.3	21.39	2961.2	3.12	0.70	2986.09	2.72	0.61	2987.9	3.13	0.70
92.35	22.90	2962.8	3.12	0.75	2987.93	2.72	0.65	2989.5	3.13	0.75
92.4	24.91	2964.4	3.12	0.82	2989.77	2.72	0.71	2991.1	2.08	0.54
92.45	26.92	2966.0	3.12	0.88	2991.61	2.72	0.77	2994.3	3.12	0.88
92.55	28.93	2969.2	3.12	0.95	2995.29	2.72	0.83	2995.9	4.55	1.38
92.6	28.42	2970.8	3.12	0.93	2997.12	2.72	0.81	2997.6	3.03	0.90
92.65	26.92	2972.4	3.12	0.88	2998.96	2.72	0.77	2999.2	3.13	0.88
92.7	23.90	2974.0	3.12	0.78	3000.80	2.84	0.71	3000.8	3.12	0.78
92.75	19.38	2975.6	3.12	0.63	3002.48	2.97	0.60	3002.4	3.13	0.64
92.8	16.86	2977.2	3.12	0.55	3004.17	2.97	0.53	3004	3.13	0.55
92.85	16.86	2978.8	3.12	0.55	3005.85	2.97	0.53	3005.6	3.13	0.55
92.9	18.37	2980.4	3.12	0.60	3007.54	2.97	0.57	3007.2	3.13	0.60
92.95	21.39	2982.0	3.12	0.70	3009.22	2.97	0.67	3008.8	3.12	0.70
93	22.39	2983.6	3.12	0.73	3010.91	2.97	0.70	3010.4	3.13	0.73
93.05	23.90	2985.2	3.12	0.78	3012.59	2.97	0.74	3012	3.03	0.76
93.1	24.91	2986.8	3.12	0.82	3014.28	2.97	0.78	3013.7	3.03	0.79
93.15	26.92	2988.5	3.12	0.88	3015.96	2.97	0.84	3015.3	3.13	0.88
93.2	27.92	2990.1	3.12	0.91	3017.65	2.97	0.87	3016.9	3.13	0.92
93.25	29.93	2991.7	3.12	0.98	3019.33	2.97	0.93	3018.5	3.13	0.98
93.3	32.95	2993.3	3.12	1.08	3021.02	2.97	1.03	3020.1	3.13	1.08
93.35	31.94	2994.9	3.12	1.05	3022.70	2.97	1.00	3021.7	3.13	1.05
93.4	27.92	2996.5	3.12	0.91	3024.39	2.97	0.87	3023.3	3.13	0.92
93.45	23.40	2998.1	3.12	0.77	3026.07	2.97	0.73	3024.9	3.13	0.77
93.5	20.38	2999.7	3.12	0.67	3027.76	2.97	0.63	3026.5	3.13	0.67
93.55	20.38	3001.3	3.12	0.67	3029.44	2.97	0.63	3028.1	3.03	0.65
93.6	24.40	3002.9	3.12	0.80	3031.13	2.97	0.76	3029.8	3.03	0.78
93.65	26.92	3004.5	3.12	0.88	3032.81	2.98	0.84	3031.4	3.13	0.88
93.7	29.43	3006.1	3.12	0.96	3034.49	2.97	0.92	3033	3.13	0.97
93.75	32.45	3007.7	3.12	1.06	3036.18	2.97	1.01	3034.6	3.13	1.06
93.8	37.47	3009.3	3.12	1.23	3037.86	2.97	1.17	3036.2	3.12	1.23
93.85	39.99	3010.9	3.12	1.31	3039.55	2.97	1.25	3037.8	3.13	1.31
93.9	42.00	3012.5	3.12	1.37	3041.23	2.97	1.31	3039.4	2.08	0.92
93.95	40.99	3014.1	3.12	1.34	3042.92	2.96	1.28	3042.6	3.13	1.34
94.05	33.95	3017.3	3.12	1.11	3046.29	2.97	1.06	3044.2	4.55	1.62
94.1	29.43	3018.9	3.12	0.96	3047.97	2.97	0.92	3045.9	3.13	0.97
94.15	24.40	3020.5	3.12	0.80	3049.66	2.97	0.76	3047.4	3.13	0.80
94.2	18.87	3022.1	3.12	0.62	3051.34	2.97	0.59	3049.1	3.03	0.60
94.25	16.86	3023.7	3.12	0.55	3053.03	2.97	0.53	3050.7	3.12	0.55
94.3	18.87	3025.3	3.12	0.62	3054.71	2.97	0.59	3052.3	3.12	0.62
94.35	22.39	3026.9	3.12	0.73	3056.40	2.97	0.70	3053.9	3.13	0.73
94.4	27.42	3028.6	3.12	0.90	3058.08	2.97	0.85	3055.5	3.13	0.90
94.45	32.95	3030.2	3.12	1.08	3059.77	2.97	1.03	3057.1	3.13	1.08
94.5	35.46	3031.8	3.12	1.16	3061.45	2.97	1.10	3058.7	3.12	1.16
94.55	41.49	3033.4	3.12	1.36	3063.14	2.97	1.29	3060.3	3.12	1.36
94.6	43.50	3035.0	3.12	1.42	3064.82	2.97	1.36	3061.9	2.94	1.34
94.65	48.03	3036.6	3.12	1.57	3066.51	2.97	1.50	3063.7	2.50	1.26
94.7	51.04	3038.2	3.12	1.67	3068.19	2.98	1.60	3065.9	2.22	1.19
94.75	44.51	3039.8	3.12	1.46	3069.87	2.97	1.39	3068.2	2.22	1.04
94.8	37.98	3041.4	3.12	1.24	3071.56	2.97	1.18	3070.4	2.22	0.89
94.85	28.42	3043.0	3.12	0.93	3073.24	2.97	0.89	3072.7	2.22	0.66
94.9	22.39	3044.6	3.12	0.73	3074.93	2.97	0.70	3074.9	2.27	0.53
94.95	21.39	3046.2	3.12	0.70	3076.61	2.97	0.67	3077.1	2.22	0.50
95	22.39	3047.8	3.12	0.73	3078.30	2.97	0.70	3079.4	2.22	0.52
95.05	25.41	3049.4	3.12	0.83	3079.98	2.97	0.79	3081.6	2.22	0.59
95.1	27.42	3051.0	3.12	0.90	3081.67	2.97	0.85	3083.9	2.22	0.64
95.15	27.92	3052.6	3.12	0.91	3083.35	2.97	0.87	3086.1	2.63	0.77
95.2	26.41	3054.2	3.12	0.86	3085.04	2.97	0.82	3087.7	3.33	0.92
95.25	27.42	3055.8	3.12	0.90	3086.72	2.97	0.85	3089.1	3.57	1.03
95.3	25.91	3057.4	3.12	0.85	3088.41	2.97	0.81	3090.5	3.57	0.97
95.35	25.41	3059.0	3.12	0.83	3090.09	2.97	0.79	3091.9	3.57	0.95
95.4	25.41	3060.6	3.12	0.83	3091.78	2.97	0.79	3093.3	2.38	0.64
95.45	22.90	3062.2	3.12	0.75	3093.46	2.97	0.71	3096.1	3.57	0.86
95.55	14.35	3065.4	3.12	0.47	3096.83	2.96	0.45	3097.5	5.36	0.81
95.6	13.85	3067.1	3.12	0.45	3098.52	2.97	0.43	3098.9	3.70	0.54
95.65	15.36	3068.7	3.12	0.50	3100.20	2.81	0.45	3100.2	3.70	0.60
95.7	15.36	3070.3	3.12	0.50	3102.08	2.67	0.43	3101.6	3.57	0.58
95.75	17.87	3071.9	3.12	0.58	3103.95	2.67	0.50	3103	3.57	0.67
95.8	18.87	3073.5	3.12	0.62	3105.83	2.66	0.53	3104.4	3.57	0.71
95.85	20.88	3075.1	3.12	0.68	3107.71	2.66	0.58	3105.8	3.57	0.78
95.9	22.39	3076.7	3.12	0.73	3109.59	2.67	0.63	3107.2	3.57	0.84
95.95	24.91	3078.3	3.12	0.82	3111.46	2.67	0.70	3108.6	3.57	0.93
96	26.41	3079.9	3.12	0.86	3113.34	2.66	0.74	3110	3.57	0.99
96.05	28.42	3081.5	3.12	0.93	3115.22	2.66	0.79	3111.4	3.57	1.07
96.1	29.93	3083.1	3.12	0.98	3117.10	2.67	0.84	3112.8	3.57	1.12
96.15	27.92	3084.7	3.12	0.91	3118.97	2.67	0.78	3114.2	3.33	0.98
96.2	27.42	3086.3	3.12	0.90	3120.85	2.66	0.77	3115.8	3.23	0.93
96.25	27.42	3087.9	3.12	0.90	3122.73	2.66	0.77	3117.3	3.23	0.93
96.3	26.92	3089.5	3.12	0.88	3124.61	2.67	0.75	3118.9	3.23	0.91
96.35	25.41	3091.1	3.12	0.83	3126.48	2.67	0.71	3120.4	3.23	0.86
96.4	21.89	3092.7	3.12	0.72	3128.36	2.66	0.61	3122	3.23	0.74
96.45	22.90	3094.3	3.12	0.75	3130.24	2.66	0.64	3123.5	3.23	0.78
96.5	19.88	3095.9	3.12	0.65	3132.12	2.67	0.56	3125.1	3.23	0.67
96.55	18.37	3097.5	3.12	0.60	3133.99	2.67	0.51	3126.6	3.33	0.64
96.6	19.38	3099.1	3.12	0.63	3135.87	2.66	0.54	3128.1	3.23	0.66
96.65	20.38	3100.7	3.12	0.67	3137.75	2.67	0.57	3129.7	3.23	0.69
96.7	21.39	3102.3	3.12	0.70	3139.62	2.67	0.60	3131.2	3.23	0.72
96.75	22.90	3103.9	3.12	0.75	3141.50	2.66	0.64	3132.8	3.23	0.78
96.8	24.40	3105.6	3.12	0.80	3143.38	2.66	0.68	3134.3	3.23	0.83
96.85	26.41	3107.2	3.12	0.86	3145.26	2.67	0.74	3135.9	3.23	0.89
96.9	27.42	3108.8	3.12	0.90	3147.13	2.67	0.77	3137.4	2.08	0.60
96.95	27.42	3110.4	3.12	0.90	3149.01	2.66	0.77	3140.7	3.00	0.86
97.05	27.92	3113.6	3.12	0.91	3152.77	2.66	0.78	3142.4	4.41	1.29
97.1	28.93	3115.2	3.12	0.95	3154.64	2.67	0.81	3144.1	2.94	0.89
97.15	26.41	3116.8	3.12	0.86	3156.52	2.66	0.74	3145.8	2.94	0.82
97.2	24.91	3118.4	3.12	0.82	3158.40	2.66	0.70	3147.5	2.94	0.77
97.25	20.88	3120.0	3.12	0.68	3160.28	2.67	0.58	3149.2	2.94	0.64
97.3	19.88	3121.6	3.12	0.65	3162.15	2.67	0.56	3150.9	2.94	0.61
97.35	21.39	3123.2	3.12	0.70	3164.03	2.66	0.60	3152.6	2.94	0.66
97.4	21.39	3124.8	3.12	0.70	3165.91	2.67	0.60	3154.3	2.94	0.66
97.45	24.40	3126.4	3.12	0.80	3167.78	2.67	0.68	3156	2.94	0.75
97.5	27.92	3128.0	3.12	0.91	3169.66	2.66	0.78	3157.7	2.94	0.86
97.55	29.43	3129.6	3.12	0.96	3171.54	2.66	0.82	3159.4	2.50	0.77
97.6	33.45	3131.2	3.12	1.09	3173.42	2.67	0.94	3161.7	2.13	0.75
97.65	35.46	3132.8	3.12	1.16	3175.29	2.67	0.99	3164.1	2.13	0.79
97.7	29.93	3134.4	3.12	0.98	3177.17	2.66	0.84	3166.4	2.13	0.67
97.75	24.40	3136.0	3.12	0.80	3179.05	2.66	0.68	3168.8	2.08	0.53
97.8	21.39	3137.6	3.12	0.70	3180.93	2.67	0.60	3171.2	2.08	0.47
97.85	18.87	3139.2	3.12	0.62	3182.80	2.67	0.53	3173.6	2.08	0.41
97.9	19.88	3140.8	3.12	0.65	3184.68	2.66	0.56	3176	2.08	0.43
97.95	23.40	3142.4	3.12	0.77	3186.56	2.66	0.65	3178.4	1.96	0.48
98	22.39	3144.0	3.12	0.73	3188.44	2.67	0.63	3181.1	1.85	0.44
98.05	19.38	3145.7	3.12	0.63	3190.31	2.67	0.54	3183.8	1.85	0.38
98.1	16.86	3147.3	3.12	0.55	3192.19	2.66	0.47	3186.5	1.72	0.31
98.15	15.86	3148.9	3.12	0.52	3194.07	2.66	0.44	3189.6	1.54	0.26
98.2	13.85	3150.5	3.12	0.45	3195.95	2.67	0.39	3193	1.49	0.22
98.25	13.85	3152.1	3.12	0.45	3197.82	2.67	0.39	3196.3	1.49	0.22
98.3	14.35	3153.7	3.12	0.47	3199.70	1.92	0.29	3199.7	1.49	0.22
98.35	14.35	3155.3	3.12	0.47	3203.04	1.49	0.23	3203	1.49	0.22
98.4	13.85	3156.9	3.12	0.45	3206.39	1.49	0.22	3206.4	1.49	0.22
98.45	13.85	3158.5	3.12	0.45	3209.73	1.50	0.22	3209.7	1.49	0.22
98.5	12.34	3160.1	3.12	0.40	3213.07	1.49	0.19	3213.1	1.49	0.19
98.55	12.84	3161.7	3.12	0.42	3216.42	1.49	0.20	3216.4	1.52	0.20
98.6	12.84	3163.3	3.12	0.42	3219.76	1.50	0.20	3219.7	1.49	0.20
98.65	13.85	3164.9	3.12	0.45	3223.10	1.49	0.22	3223.1	1.49	0.22
98.7	12.34	3166.5	3.12	0.40	3226.45	1.49	0.19	3226.4	1.00	0.13
98.75	13.35	3168.1	3.12	0.44	3229.79	1.50	0.21	3233.1	1.49	0.21
98.85	13.85	3171.3	3.12	0.45	3236.48	1.50	0.22	3236.5	2.24	0.33
98.9	15.36	3172.9	3.12	0.50	3239.82	1.50	0.24	3239.8	1.52	0.24
98.95	17.87	3174.5	3.12	0.58	3243.16	1.49	0.28	3243.1	1.49	0.28
99	17.37	3176.1	3.12	0.57	3246.51	1.49	0.27	3246.5	1.49	0.27
99.05	18.87	3177.7	3.12	0.62	3249.85	1.50	0.30	3249.8	1.49	0.30
99.1	20.88	3179.3	3.12	0.68	3253.19	1.49	0.33	3253.2	1.49	0.33
99.15	21.89	3180.9	3.12	0.72	3256.54	1.49	0.34	3256.5	1.49	0.34
99.2	19.88	3182.5	3.12	0.65	3259.88	1.50	0.31	3259.9	1.49	0.31
99.25	18.37	3184.2	3.12	0.60	3263.22	1.49	0.29	3263.2	1.49	0.29
99.3	19.88	3185.8	3.12	0.65	3266.57	1.49	0.31	3266.6	1.49	0.31
99.35	18.37	3187.4	3.12	0.60	3269.91	1.50	0.29	3269.9	1.52	0.29
99.4	19.88	3189.0	3.12	0.65	3273.25	1.49	0.31	3273.2	1.49	0.31
99.45	21.89	3190.6	3.12	0.72	3276.60	1.49	0.34	3276.6	1.49	0.34
99.5	22.90	3192.2	3.12	0.75	3279.94	1.50	0.36	3279.9	1.49	0.36
99.55	23.40	3193.8	3.12	0.77	3283.28	1.49	0.37	3283.3	1.49	0.37
99.6	23.40	3195.4	3.12	0.77	3286.63	1.49	0.37	3286.6	1.49	0.37
99.65	23.90	3197.0	3.12	0.78	3289.97	1.50	0.38	3290	1.49	0.37
99.7	21.39	3198.6	3.12	0.70	3293.31	1.49	0.34	3293.3	1.52	0.34
99.75	14.85	3200.2	3.12	0.49	3296.66	1.49	0.23	3296.6	1.49	0.23
99.8	14.85	3201.8	3.12	0.49	3300.00	1.75	0.27	3300	1.49	0.23
99.85	16.86	3203.4	3.12	0.55	3302.39	2.09	0.37	3303.3	1.49	0.26
99.9	18.37	3205.0	3.12	0.60	3304.79	2.09	0.40	3306.7	1.49	0.29
99.95	20.38	3206.6	3.12	0.67	3307.18	2.09	0.45	3310	1.49	0.32
100	22.39	3208.2	3.12	0.73	3309.57	2.09	0.49	3313.4	1.49	0.35
100.05	23.40	3209.8	3.12	0.77	3311.96	2.09	0.51	3316.7	1.49	0.37
100.1	21.89	3211.4	3.12	0.72	3314.36	2.09	0.48	3320.1	1.49	0.34
100.15	21.39	3213.0	3.12	0.70	3316.75	2.09	0.47	3323.4	1.52	0.34
100.2	21.89	3214.6	3.12	0.72	3319.14	2.09	0.48	3326.7	1.00	0.23
100.25	20.88	3216.2	3.12	0.68	3321.54	2.09	0.46	3333.4	1.49	0.33
100.35	23.40	3219.4	3.12	0.77	3326.32	2.09	0.51	3336.8	2.24	0.55
100.4	24.40	3221.0	3.12	0.80	3328.71	2.09	0.53	3340.1	1.49	0.38
100.45	22.90	3222.6	3.12	0.75	3331.11	2.09	0.50	3343.5	1.49	0.36
100.5	22.90	3224.3	3.12	0.75	3333.50	2.09	0.50	3346.8	1.49	0.36
100.55	21.89	3225.9	3.12	0.72	3335.89	2.09	0.48	3350.2	1.49	0.34
100.6	22.90	3227.5	3.12	0.75	3338.29	2.09	0.50	3353.5	1.49	0.36
100.65	20.88	3229.1	3.12	0.68	3340.68	2.09	0.46	3356.9	1.49	0.33
100.7	19.38	3230.7	3.12	0.63	3343.07	2.09	0.43	3360.2	1.96	0.40
100.75	19.88	3232.3	3.12	0.65	3345.46	2.09	0.44	3362	2.94	0.61
100.8	20.38	3233.9	3.12	0.67	3347.86	2.09	0.45	3363.6	3.03	0.65
100.85	20.88	3235.5	3.12	0.68	3350.25	2.09	0.46	3365.3	2.94	0.64
100.9	23.90	3237.1	3.12	0.78	3352.64	2.09	0.52	3367	2.94	0.74
100.95	26.92	3238.7	3.12	0.88	3355.04	2.09	0.59	3368.7	3.03	0.86
101	28.42	3240.3	3.12	0.93	3357.43	2.09	0.62	3370.3	3.03	0.90
101.05	28.93	3241.9	3.12	0.95	3359.82	2.09	0.64	3372	2.94	0.89
101.1	29.43	3243.5	3.12	0.96	3362.21	2.09	0.65	3373.7	2.94	0.91
101.15	27.42	3245.1	3.12	0.90	3364.61	2.09	0.60	3375.4	3.03	0.87
101.2	23.90	3246.7	3.12	0.78	3367.00	2.09	0.52	3377	3.03	0.76
101.25	20.88	3248.3	3.12	0.68	3369.39	2.09	0.46	3378.7	2.94	0.64
101.3	18.87	3249.9	3.12	0.62	3371.79	2.09	0.41	3380.4	2.94	0.58
101.35	20.88	3251.5	3.12	0.68	3374.18	2.09	0.46	3382.1	3.03	0.66
101.4	19.38	3253.1	3.12	0.63	3376.57	2.09	0.43	3383.7	3.03	0.62
101.45	20.38	3254.7	3.12	0.67	3378.96	2.09	0.45	3385.4	2.94	0.63
101.5	21.39	3256.3	3.12	0.70	3381.36	2.09	0.47	3387.1	2.94	0.66
101.55	21.39	3257.9	3.12	0.70	3383.75	2.09	0.47	3388.8	3.03	0.68
101.6	22.39	3259.5	3.12	0.73	3386.14	2.09	0.49	3390.4	3.03	0.71
101.65	24.91	3261.1	3.12	0.82	3388.54	2.09	0.55	3392.1	2.94	0.77
101.7	26.41	3262.8	3.12	0.86	3390.93	2.09	0.58	3393.8	2.94	0.82
101.75	26.92	3264.4	3.12	0.88	3393.32	2.09	0.59	3395.5	3.03	0.86
101.8	29.43	3266.0	3.12	0.96	3395.71	2.09	0.65	3397.1	3.03	0.94
101.85	27.92	3267.6	3.12	0.91	3398.11	2.09	0.61	3398.8	2.94	0.86
101.9	28.93	3269.2	3.12	0.95	3400.50	2.62	0.80	3400.5	2.94	0.89
101.95	28.42	3270.8	3.12	0.93	3401.93	3.51	1.05	3402.2	2.94	0.88
102	27.42	3272.4	3.12	0.90	3403.35	3.51	1.01	3403.9	3.03	0.87
102.05	25.91	3274.0	3.12	0.85	3404.78	3.50	0.95	3405.5	2.00	0.54
102.1	23.90	3275.6	3.12	0.78	3406.21	3.50	0.88	3408.9	2.94	0.74
102.2	16.86	3278.8	3.12	0.55	3409.06	3.50	0.62	3410.6	3.95	0.70
102.25	15.36	3280.4	3.12	0.50	3410.49	3.50	0.56	3412.7	2.38	0.38
102.3	16.86	3282.0	3.12	0.55	3411.92	3.51	0.62	3414.8	2.33	0.41
102.35	17.87	3283.6	3.12	0.58	3413.34	3.51	0.66	3417	2.33	0.44
102.4	20.88	3285.2	3.12	0.68	3414.77	3.50	0.77	3419.1	2.33	0.51
102.45	28.42	3286.8	3.12	0.93	3416.20	3.50	1.04	3421.3	2.27	0.68
102.5	28.93	3288.4	3.12	0.95	3417.63	3.51	1.07	3423.5	2.70	0.82
102.55	31.94	3290.0	3.12	1.05	3419.05	3.51	1.18	3425	3.57	1.20
102.6	31.44	3291.6	3.12	1.03	3420.48	3.50	1.15	3426.3	4.00	1.32
102.65	27.42	3293.2	3.12	0.90	3421.91	3.51	1.01	3427.5	4.00	1.15
102.7	26.41	3294.8	3.12	0.86	3423.33	3.51	0.97	3428.8	4.00	1.11
102.75	24.40	3296.4	3.12	0.80	3424.76	3.50	0.90	3430	4.00	1.02
102.8	20.88	3298.0	3.12	0.68	3426.19	3.50	0.77	3431.3	4.00	0.88
