#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
24.7000	0.0518	836.0234	2.9545	0.1532	653.6355	3.3761	0.1750	654.5000	3.5384	0.1835
24.7100	0.0512	836.3618	2.9545	0.1514	653.9452	3.3759	0.1729	654.7308	3.5381	0.1813
24.7200	0.0517	836.7003	2.9545	0.1527	654.2550	3.3756	0.1745	654.9615	3.5378	0.1829
24.7300	0.0534	837.0388	2.9545	0.1577	654.5647	3.3754	0.1802	655.1923	3.5375	0.1888
24.7400	0.0563	837.3772	2.9545	0.1664	654.8744	3.3751	0.1900	655.4231	3.5371	0.1992
24.7500	0.0595	837.7157	2.9545	0.1759	655.1842	3.3749	0.2009	655.6538	3.5368	0.2106
24.7600	0.0618	838.0542	2.9545	0.1827	655.4939	3.3747	0.2087	655.8846	3.5365	0.2187
24.7700	0.0620	838.3927	2.9545	0.1832	655.8037	3.3744	0.2092	656.1154	3.5362	0.2192
24.7800	0.0602	838.7311	2.9545	0.1777	656.1134	3.3742	0.2030	656.3462	3.5359	0.2127
24.7900	0.0574	839.0696	2.9545	0.1695	656.4231	3.3739	0.1936	656.5769	3.5356	0.2029
24.8000	0.0548	839.4081	2.9545	0.1618	656.7329	3.3737	0.1848	656.8077	3.5353	0.1936
24.8100	0.0528	839.7465	2.9545	0.1559	657.0426	3.3734	0.1780	657.0385	3.5350	0.1865
24.8200	0.0514	840.0850	2.9545	0.1518	657.3523	3.3732	0.1733	657.2692	3.5347	0.1816
24.8300	0.0506	840.4235	2.9545	0.1495	657.6621	3.3729	0.1707	657.5000	3.5344	0.1789
24.8400	0.0500	840.7620	2.9545	0.1477	657.9718	3.3727	0.1686	657.7308	3.5341	0.1767
24.8500	0.0494	841.1004	2.9545	0.1459	658.2816	3.3724	0.1665	657.9615	3.5338	0.1745
24.8600	0.0483	841.4389	2.9545	0.1427	658.5913	3.3722	0.1629	658.1923	3.5334	0.1707
24.8700	0.0465	841.7774	2.9545	0.1373	658.9010	3.3719	0.1567	658.4231	3.5331	0.1642
24.8800	0.0443	842.1158	2.9545	0.1309	659.2108	3.3717	0.1494	658.6538	3.5328	0.1565
24.8900	0.0423	842.4543	2.9545	0.1250	659.5205	3.3714	0.1426	658.8846	3.5325	0.1495
24.9000	0.0405	842.7928	2.9545	0.1195	659.8302	3.3712	0.1364	659.1154	3.5322	0.1429
24.9100	0.0391	843.1313	2.9545	0.1155	660.1400	3.3709	0.1317	659.3462	3.5319	0.1380
24.9200	0.0382	843.4697	2.9545	0.1127	660.4497	3.3707	0.1286	659.5769	3.5316	0.1347
24.9300	0.0375	843.8082	2.9545	0.1109	660.7595	3.3704	0.1265	659.8077	3.5313	0.1326
24.9400	0.0374	844.1467	2.9545	0.1105	661.0692	3.3702	0.1260	660.0385	3.5310	0.1320
24.9500	0.0374	844.4851	2.9545	0.1105	661.3789	3.3699	0.1260	660.2692	3.5307	0.1320
24.9600	0.0377	844.8236	2.9545	0.1114	661.6887	3.3697	0.1270	660.5000	3.5304	0.1331
24.9700	0.0383	845.1621	2.9545	0.1132	661.9984	3.3694	0.1291	660.7308	3.5301	0.1352
24.9800	0.0395	845.5006	2.9545	0.1168	662.3081	3.3692	0.1332	660.9615	3.5298	0.1396
24.9900	0.0412	845.8390	2.9545	0.1218	662.6179	3.3689	0.1389	661.1923	3.5294	0.1455
25.0000	0.0435	846.1775	2.9545	0.1286	662.9276	3.3687	0.1467	661.4231	3.5291	0.1537
25.0100	0.0458	846.5160	2.9545	0.1355	663.2374	3.3684	0.1544	661.6538	3.5288	0.1618
25.0200	0.0483	846.8544	2.9545	0.1427	663.5471	3.3682	0.1627	661.8846	3.5285	0.1705
25.0300	0.0506	847.1929	2.9545	0.1495	663.8568	3.3679	0.1705	662.1154	3.5282	0.1786
25.0400	0.0526	847.5314	2.9545	0.1555	664.1666	3.3677	0.1772	662.3462	3.5279	0.1856
25.0500	0.0542	847.8698	2.9545	0.1600	664.4763	3.3675	0.1824	662.5769	3.5276	0.1910
25.0600	0.0548	848.2083	2.9545	0.1618	664.7860	3.3672	0.1844	662.8077	3.5273	0.1932
25.0700	0.0543	848.5468	2.9545	0.1605	665.0958	3.3670	0.1829	663.0385	3.5270	0.1915
25.0800	0.0532	848.8853	2.9545	0.1573	665.4055	3.3667	0.1792	663.2692	3.5267	0.1877
25.0900	0.0514	849.2237	2.9545	0.1518	665.7153	3.3665	0.1730	663.5000	3.5264	0.1812
25.1000	0.0492	849.5622	2.9545	0.1455	666.0250	3.3662	0.1657	663.7308	3.5261	0.1736
25.1100	0.0469	849.9007	2.9545	0.1386	666.3347	3.3660	0.1579	663.9615	3.5258	0.1654
25.1200	0.0442	850.2391	2.9545	0.1305	666.6445	3.3657	0.1486	664.1923	3.5255	0.1557
25.1300	0.0409	850.5776	2.9545	0.1209	666.9542	3.3655	0.1377	664.4231	3.5252	0.1443
25.1400	0.0375	850.9161	2.9545	0.1109	667.2640	3.3652	0.1263	664.6538	3.5249	0.1323
25.1500	0.0343	851.2546	2.9545	0.1014	667.5737	3.3650	0.1154	664.8846	3.5245	0.1209
25.1600	0.0314	851.5930	2.9545	0.0927	667.8834	3.3647	0.1056	665.1154	3.5242	0.1106
25.1700	0.0288	851.9315	2.9545	0.0850	668.1932	3.3645	0.0968	665.3462	3.5239	0.1014
25.1800	0.0266	852.2700	2.9545	0.0786	668.5029	3.3642	0.0895	665.5769	3.5236	0.0938
25.1900	0.0248	852.6084	2.9545	0.0732	668.8126	3.3640	0.0833	665.8077	3.5233	0.0873
25.2000	0.0231	852.9469	2.9545	0.0682	669.1224	3.3637	0.0776	666.0385	3.5230	0.0813
25.2100	0.0217	853.2854	2.9545	0.0641	669.4321	3.3635	0.0730	666.2692	3.5227	0.0764
25.2200	0.0209	853.6239	2.9545	0.0618	669.7419	3.3633	0.0704	666.5000	3.5224	0.0737
25.2300	0.0209	853.9623	2.9545	0.0618	670.0516	3.3630	0.0704	666.7308	3.5221	0.0737
25.2400	0.0212	854.3008	2.9545	0.0627	670.3613	3.3628	0.0714	666.9615	3.5218	0.0748
25.2500	0.0215	854.6393	2.9545	0.0636	670.6711	3.3625	0.0724	667.1923	3.5215	0.0758
25.2600	0.0218	854.9777	2.9545	0.0645	670.9808	3.3623	0.0735	667.4231	3.5212	0.0769
25.2700	0.0225	855.3162	2.9545	0.0664	671.2905	3.3620	0.0755	667.6538	3.5209	0.0791
25.2800	0.0240	855.6547	2.9545	0.0709	671.6003	3.3618	0.0807	667.8846	3.5206	0.0845
25.2900	0.0266	855.9932	2.9545	0.0786	671.9100	3.3614	0.0895	668.1947	3.5202	0.0937
25.3000	0.0300	856.3316	2.9545	0.0886	672.2198	3.3610	0.1008	668.5841	3.5197	0.1056
25.3100	0.0334	856.6701	2.9545	0.0986	672.5295	3.3606	0.1122	668.9735	3.5191	0.1175
25.3200	0.0348	857.0086	2.9545	0.1027	672.8392	3.3602	0.1168	669.3628	3.5186	0.1223
25.3300	0.0342	857.3470	2.9545	0.1009	673.1490	3.3598	0.1147	669.7522	3.5181	0.1202
25.3400	0.0323	857.6855	2.9545	0.0955	673.4587	3.3594	0.1085	670.1416	3.5176	0.1136
25.3500	0.0306	858.0240	2.9545	0.0905	673.7684	3.3590	0.1028	670.5310	3.5171	0.1077
25.3600	0.0295	858.3624	2.9545	0.0873	674.0782	3.3585	0.0992	670.9204	3.5166	0.1039
25.3700	0.0289	858.7009	2.9545	0.0855	674.3879	3.3581	0.0971	671.3097	3.5161	0.1017
25.3800	0.0285	859.0394	2.9545	0.0841	674.6977	3.3577	0.0956	671.6991	3.5155	0.1001
25.3900	0.0280	859.3779	2.9545	0.0827	675.0074	3.3573	0.0940	672.0885	3.5150	0.0984
25.4000	0.0274	859.7163	2.9545	0.0809	675.3171	3.3569	0.0919	672.4779	3.5145	0.0962
25.4100	0.0266	860.0548	2.9545	0.0786	675.6269	3.3565	0.0893	672.8673	3.5140	0.0935
25.4200	0.0262	860.3933	2.9545	0.0773	675.9366	3.3561	0.0878	673.2566	3.5135	0.0919
25.4300	0.0260	860.7317	2.9545	0.0768	676.2463	3.3557	0.0872	673.6460	3.5130	0.0913
25.4400	0.0258	861.0702	2.9545	0.0764	676.5561	3.3552	0.0867	674.0354	3.5125	0.0908
25.4500	0.0258	861.4087	2.9545	0.0764	676.8658	3.3548	0.0867	674.4248	3.5120	0.0908
25.4600	0.0258	861.7472	2.9545	0.0764	677.1756	3.3544	0.0867	674.8142	3.5115	0.0908
25.4700	0.0258	862.0856	2.9545	0.0764	677.4853	3.3540	0.0867	675.2035	3.5109	0.0907
25.6000	0.0357	866.4858	2.9545	0.1055	681.5119	3.3487	0.1195	680.2655	3.5043	0.1251
25.6100	0.0382	866.8242	2.9545	0.1127	681.8216	3.3482	0.1277	680.6549	3.5038	0.1337
25.6200	0.0398	867.1627	2.9545	0.1177	682.1314	3.3478	0.1334	681.0442	3.5033	0.1396
25.6300	0.0409	867.5012	2.9545	0.1209	682.4411	3.3474	0.1370	681.4336	3.5028	0.1433
25.6400	0.0420	867.8396	2.9545	0.1241	682.7508	3.3470	0.1406	681.8230	3.5023	0.1471
25.6500	0.0432	868.1781	2.9545	0.1277	683.0606	3.3466	0.1447	682.2124	3.5018	0.1514
25.6600	0.0451	868.5166	2.9545	0.1332	683.3703	3.3462	0.1508	682.6018	3.5013	0.1578
25.6700	0.0478	868.8550	2.9545	0.1414	683.6801	3.3458	0.1601	682.9912	3.5008	0.1675
25.6800	0.0514	869.1935	2.9545	0.1518	683.9898	3.3454	0.1719	683.3805	3.5003	0.1799
25.6900	0.0555	869.5320	2.9545	0.1641	684.2995	3.3450	0.1858	683.7699	3.4998	0.1944
25.7000	0.0603	869.8705	2.9545	0.1782	684.6093	3.3446	0.2017	684.1593	3.4993	0.2110
25.7100	0.0658	870.2089	2.9545	0.1945	684.9190	3.3442	0.2202	684.5487	3.4988	0.2304
25.7200	0.0714	870.5474	2.9545	0.2109	685.2287	3.3437	0.2387	684.9381	3.4982	0.2497
25.7300	0.0763	870.8859	2.9545	0.2254	685.5385	3.3433	0.2551	685.3274	3.4977	0.2669
25.7400	0.0791	871.2243	2.9545	0.2336	685.8482	3.3429	0.2643	685.7168	3.4972	0.2766
25.7500	0.0785	871.5628	2.9545	0.2318	686.1580	3.3425	0.2623	686.1062	3.4967	0.2744
25.7600	0.0748	871.9013	2.9545	0.2209	686.4677	3.3421	0.2499	686.4956	3.4962	0.2614
25.7700	0.0703	872.2398	2.9545	0.2077	686.7774	3.3417	0.2349	686.8850	3.4957	0.2458
25.7800	0.0671	872.5782	2.9545	0.1982	687.0872	3.3413	0.2241	687.2743	3.4952	0.2344
25.7900	0.0651	872.9167	2.9545	0.1923	687.3969	3.3409	0.2174	687.6637	3.4947	0.2274
25.8000	0.0645	873.2552	2.9545	0.1904	687.7066	3.3405	0.2153	688.0531	3.4942	0.2252
25.8100	0.0651	873.5936	2.9545	0.1923	688.0164	3.3401	0.2174	688.4425	3.4937	0.2274
25.8200	0.0671	873.9321	2.9545	0.1982	688.3261	3.3397	0.2240	688.8319	3.4932	0.2343
25.8300	0.0711	874.2706	2.9545	0.2100	688.6359	3.3393	0.2373	689.2212	3.4927	0.2483
25.8400	0.0766	874.6091	2.9545	0.2264	688.9456	3.3389	0.2558	689.6106	3.4922	0.2676
25.8500	0.0831	874.9475	2.9545	0.2454	689.2553	3.3385	0.2773	690.0000	3.4917	0.2901
25.8600	0.0903	875.2860	2.9545	0.2668	689.5651	3.3382	0.3015	690.2885	3.4913	0.3153
25.8700	0.0975	875.6245	2.9545	0.2882	689.8748	3.3379	0.3256	690.5769	3.4910	0.3405
25.8800	0.1045	875.9629	2.9545	0.3086	690.1845	3.3376	0.3486	690.8654	3.4906	0.3646
25.8900	0.1111	876.3014	2.9545	0.3282	690.4943	3.3372	0.3707	691.1538	3.4902	0.3877
25.9000	0.1169	876.6399	2.9545	0.3454	690.8040	3.3369	0.3902	691.4423	3.4898	0.4080
25.9100	0.1215	876.9784	2.9545	0.3591	691.1138	3.3366	0.4055	691.7308	3.4895	0.4241
25.9200	0.1246	877.3168	2.9545	0.3682	691.4235	3.3363	0.4158	692.0192	3.4891	0.4348
25.9300	0.1243	877.6553	2.9545	0.3673	691.7332	3.3360	0.4147	692.3077	3.4887	0.4337
25.9400	0.1188	877.9938	2.9545	0.3509	692.0430	3.3357	0.3962	692.5962	3.4883	0.4143
25.9500	0.1082	878.3322	2.9545	0.3195	692.3527	3.3354	0.3607	692.8846	3.4880	0.3772
25.9600	0.0935	878.6707	2.9545	0.2764	692.6624	3.3351	0.3120	693.1731	3.4876	0.3262
25.9700	0.0791	879.0092	2.9545	0.2336	692.9722	3.3348	0.2637	693.4615	3.4872	0.2758
25.9800	0.0666	879.3477	2.9545	0.1968	693.2819	3.3345	0.2221	693.7500	3.4869	0.2323
25.9900	0.0571	879.6861	2.9545	0.1686	693.5917	3.3342	0.1903	694.0385	3.4865	0.1990
26.0000	0.0505	880.0246	2.9545	0.1491	693.9014	3.3339	0.1682	694.3269	3.4861	0.1759
26.0100	0.0458	880.3631	2.9545	0.1355	694.2111	3.3336	0.1528	694.6154	3.4858	0.1598
26.0200	0.0426	880.7015	2.9545	0.1259	694.5209	3.3333	0.1421	694.9038	3.4854	0.1485
26.0300	0.0408	881.0400	2.9545	0.1205	694.8306	3.3330	0.1359	695.1923	3.4850	0.1421
26.0400	0.0397	881.3785	2.9545	0.1173	695.1404	3.3328	0.1323	695.4808	3.4846	0.1383
26.0500	0.0395	881.7169	2.9545	0.1168	695.4501	3.3325	0.1318	695.7692	3.4843	0.1378
26.0600	0.0402	882.0554	2.9545	0.1186	695.7598	3.3322	0.1338	696.0577	3.4839	0.1399
26.0700	0.0414	882.3939	2.9545	0.1223	696.0696	3.3319	0.1379	696.3462	3.4835	0.1442
26.0800	0.0429	882.7324	2.9545	0.1268	696.3793	3.3316	0.1430	696.6346	3.4832	0.1495
26.0900	0.0443	883.0708	2.9545	0.1309	696.6890	3.3313	0.1476	696.9231	3.4828	0.1543
26.1000	0.0457	883.4093	2.9545	0.1350	696.9988	3.3310	0.1522	697.2115	3.4824	0.1591
26.1100	0.0468	883.7478	2.9545	0.1382	697.3085	3.3307	0.1558	697.5000	3.4821	0.1629
26.1200	0.0477	884.0862	2.9545	0.1409	697.6183	3.3304	0.1588	697.7885	3.4817	0.1660
26.1300	0.0483	884.4247	2.9545	0.1427	697.9280	3.3301	0.1609	698.0769	3.4813	0.1682
26.1400	0.0486	884.7632	2.9545	0.1436	698.2377	3.3298	0.1619	698.3654	3.4809	0.1692
26.1500	0.0488	885.1017	2.9545	0.1441	698.5475	3.3295	0.1624	698.6538	3.4806	0.1697
26.1600	0.0489	885.4401	2.9545	0.1445	698.8572	3.3292	0.1629	698.9423	3.4802	0.1703
26.1700	0.0489	885.7786	2.9545	0.1445	699.1669	3.3289	0.1629	699.2308	3.4798	0.1702
26.1800	0.0491	886.1171	2.9545	0.1450	699.4767	3.3286	0.1634	699.5192	3.4795	0.1708
26.1900	0.0491	886.4555	2.9545	0.1450	699.7864	3.3283	0.1633	699.8077	3.4791	0.1707
26.2000	0.0491	886.7940	2.9545	0.1450	700.0962	3.3280	0.1633	700.0962	3.4787	0.1707
26.2100	0.0489	887.1325	2.9545	0.1445	700.5220	3.3277	0.1628	700.3846	3.4784	0.1702
26.2200	0.0485	887.4710	2.9545	0.1432	700.9478	3.3274	0.1612	700.6731	3.4780	0.1685
26.2300	0.0480	887.8094	2.9545	0.1418	701.3736	3.3271	0.1597	700.9615	3.4776	0.1669
26.2400	0.0475	888.1479	2.9545	0.1405	701.7994	3.3268	0.1582	701.2500	3.4773	0.1653
26.2500	0.0469	888.4864	2.9545	0.1386	702.2252	3.3265	0.1561	701.5385	3.4769	0.1631
26.2600	0.0465	888.8248	2.9545	0.1373	702.6509	3.3262	0.1545	701.8269	3.4765	0.1615
26.2700	0.0460	889.1633	2.9545	0.1359	703.0767	3.3259	0.1530	702.1154	3.4762	0.1599
26.2800	0.0454	889.5018	2.9545	0.1341	703.5025	3.3256	0.1509	702.4038	3.4758	0.1577
26.2900	0.0443	889.8403	2.9545	0.1309	703.9283	3.3253	0.1473	702.6923	3.4754	0.1540
26.3000	0.0428	890.1787	2.9545	0.1264	704.3541	3.3250	0.1422	702.9808	3.4751	0.1486
26.3100	0.0408	890.5172	2.9545	0.1205	704.7799	3.3247	0.1355	703.2692	3.4747	0.1417
26.3200	0.0385	890.8557	2.9545	0.1136	705.2057	3.3244	0.1279	703.5577	3.4743	0.1336
26.3300	0.0363	891.1941	2.9545	0.1073	705.6315	3.3241	0.1207	703.8462	3.4740	0.1261
26.3400	0.0346	891.5326	2.9545	0.1023	706.0573	3.3238	0.1151	704.1346	3.4736	0.1202
26.3500	0.0340	891.8711	2.9545	0.1005	706.4831	3.3235	0.1130	704.4231	3.4732	0.1181
26.3600	0.0345	892.2095	2.9545	0.1018	706.9089	3.3232	0.1145	704.7115	3.4729	0.1197
26.3700	0.0363	892.5480	2.9545	0.1073	707.3347	3.3229	0.1206	705.0000	3.4725	0.1261
26.3800	0.0391	892.8865	2.9545	0.1155	707.7605	3.3226	0.1298	705.2885	3.4721	0.1357
26.3900	0.0418	893.2250	2.9545	0.1236	708.1863	3.3223	0.1390	705.5769	3.4718	0.1453
26.4000	0.0448	893.5634	2.9545	0.1323	708.6121	3.3220	0.1487	705.8654	3.4714	0.1554
26.4100	0.0474	893.9019	2.9545	0.1400	709.0379	3.3217	0.1574	706.1538	3.4710	0.1645
26.4200	0.0502	894.2404	2.9545	0.1482	709.4637	3.3214	0.1666	706.4423	3.4707	0.1741
26.4300	0.0531	894.5788	2.9545	0.1568	709.8895	3.3211	0.1763	706.7308	3.4703	0.1842
26.4400	0.0552	894.9173	2.9545	0.1632	710.3153	3.3208	0.1834	707.0192	3.4699	0.1916
26.4500	0.0562	895.2558	2.9545	0.1659	710.7411	3.3206	0.1865	707.3077	3.4696	0.1948
26.4600	0.0557	895.5943	2.9545	0.1645	711.1669	3.3203	0.1849	707.5962	3.4692	0.1932
26.4700	0.0549	895.9327	2.9545	0.1623	711.5927	3.3200	0.1823	707.8846	3.4688	0.1905
26.4800	0.0548	896.2712	2.9545	0.1618	712.0185	3.3197	0.1818	708.1731	3.4685	0.1900
26.4900	0.0555	896.6097	2.9545	0.1641	712.4443	3.3194	0.1844	708.4615	3.4681	0.1926
26.5000	0.0571	896.9481	2.9545	0.1686	712.8701	3.3191	0.1894	708.7500	3.4677	0.1979
26.5100	0.0589	897.2866	2.9545	0.1741	713.2959	3.3188	0.1956	709.0385	3.4674	0.2043
26.5200	0.0608	897.6251	2.9545	0.1795	713.7217	3.3185	0.2017	709.3269	3.4670	0.2107
26.5300	0.0618	897.9636	2.9545	0.1827	714.1475	3.3182	0.2052	709.6154	3.4666	0.2144
26.5400	0.0615	898.3020	2.9545	0.1818	714.5733	3.3179	0.2042	709.9038	3.4663	0.2133
26.5500	0.0595	898.6405	2.9545	0.1759	714.9991	3.3176	0.1975	710.1923	3.4659	0.2064
26.5600	0.0568	898.9790	2.9545	0.1677	715.4249	3.3173	0.1883	710.4808	3.4655	0.1967
26.5700	0.0540	899.3174	2.9545	0.1595	715.8507	3.3170	0.1791	710.7692	3.4652	0.1871
26.5800	0.0517	899.6559	2.9545	0.1527	716.2765	3.3167	0.1714	711.0577	3.4648	0.1791
26.5900	0.0503	899.9944	2.9545	0.1486	716.7023	3.3164	0.1668	711.3462	3.4644	0.1743
26.6000	0.0497	900.3329	2.9545	0.1468	717.1281	3.3161	0.1648	711.6346	3.4641	0.1721
26.6100	0.0495	900.6713	2.9545	0.1464	717.5539	3.3158	0.1643	711.9231	3.4637	0.1716
26.6200	0.0497	901.0098	2.9545	0.1468	717.9797	3.3155	0.1648	712.2115	3.4634	0.1721
26.6300	0.0498	901.3483	2.9545	0.1473	718.4055	3.3152	0.1653	712.5000	3.4630	0.1726
26.6400	0.0503	901.6867	2.9545	0.1486	718.8313	3.3149	0.1668	712.7885	3.4626	0.1742
26.6500	0.0509	902.0252	2.9545	0.1505	719.2571	3.3147	0.1688	713.0769	3.4623	0.1763
26.6600	0.0514	902.3637	2.9545	0.1518	719.6829	3.3144	0.1703	713.3654	3.4619	0.1779
26.6700	0.0515	902.7021	2.9545	0.1523	720.1087	3.3141	0.1708	713.6538	3.4615	0.1784
26.6800	0.0514	903.0406	2.9545	0.1518	720.5345	3.3138	0.1703	713.9423	3.4612	0.1779
26.6900	0.0512	903.3791	2.9545	0.1514	720.9603	3.3135	0.1698	714.2308	3.4608	0.1773
26.7000	0.0511	903.7176	2.9545	0.1509	721.3861	3.3132	0.1692	714.5192	3.4604	0.1767
26.7100	0.0509	904.0560	2.9545	0.1505	721.8119	3.3129	0.1687	714.8077	3.4601	0.1762
26.7200	0.0506	904.3945	2.9545	0.1495	722.2377	3.3126	0.1677	715.0962	3.4597	0.1751
26.7300	0.0500	904.7330	2.9545	0.1477	722.6635	3.3123	0.1656	715.3846	3.4594	0.1730
26.7400	0.0494	905.0714	2.9545	0.1459	723.0893	3.3120	0.1636	715.6731	3.4590	0.1708
26.7500	0.0488	905.4099	2.9545	0.1441	723.5151	3.3117	0.1615	715.9615	3.4586	0.1687
26.7600	0.0486	905.7484	2.9545	0.1436	723.9409	3.3114	0.1610	716.2500	3.4583	0.1681
26.7700	0.0489	906.0869	2.9545	0.1445	724.3667	3.3111	0.1620	716.5385	3.4579	0.1692
26.7800	0.0497	906.4253	2.9545	0.1468	724.7925	3.3108	0.1645	716.8269	3.4575	0.1718
26.7900	0.0509	906.7638	2.9545	0.1505	725.2183	3.3105	0.1686	717.1154	3.4572	0.1761
26.8000	0.0525	907.1023	2.9545	0.1550	725.6441	3.3102	0.1737	717.4038	3.4568	0.1814
26.8100	0.0543	907.4407	2.9545	0.1605	726.0699	3.3100	0.1798	717.6923	3.4565	0.1877
26.8200	0.0558	907.7792	2.9545	0.1650	726.4957	3.3097	0.1848	717.9808	3.4561	0.1930
26.8300	0.0568	908.1177	2.9545	0.1677	726.9215	3.3094	0.1879	718.2692	3.4557	0.1962
26.8400	0.0571	908.4562	2.9545	0.1686	727.3473	3.3091	0.1889	718.5577	3.4554	0.1972
26.8500	0.0565	908.7946	2.9545	0.1668	727.7731	3.3088	0.1868	718.8462	3.4550	0.1951
26.8600	0.0554	909.1331	2.9545	0.1636	728.1989	3.3085	0.1832	719.1346	3.4547	0.1913
26.8700	0.0540	909.4716	2.9545	0.1595	728.6247	3.3082	0.1786	719.4231	3.4543	0.1865
26.8800	0.0529	909.8100	2.9545	0.1564	729.0505	3.3079	0.1751	719.7115	3.4539	0.1828
26.8900	0.0523	910.1485	2.9545	0.1545	729.4763	3.3076	0.1730	720.0000	3.4536	0.1806
26.9000	0.0520	910.4870	2.9545	0.1536	729.9021	3.3069	0.1720	720.7356	3.4527	0.1795
26.9100	0.0520	910.8255	2.9545	0.1536	730.3279	3.3061	0.1719	721.4713	3.4517	0.1795
26.9200	0.0526	911.1639	2.9545	0.1555	730.7537	3.3054	0.1739	722.2069	3.4508	0.1816
26.9300	0.0540	911.5024	2.9545	0.1595	731.1795	3.3046	0.1785	722.9425	3.4499	0.1863
26.9400	0.0560	911.8409	2.9545	0.1654	731.6053	3.3039	0.1850	723.6782	3.4490	0.1931
26.9500	0.0575	912.1793	2.9545	0.1700	732.0311	3.3032	0.1901	724.4138	3.4481	0.1984
26.9600	0.0583	912.5178	2.9545	0.1723	732.4569	3.3024	0.1926	725.1494	3.4472	0.2010
26.9700	0.0580	912.8563	2.9545	0.1714	732.8827	3.3017	0.1915	725.8851	3.4462	0.1999
26.9800	0.0575	913.1948	2.9545	0.1700	733.3085	3.3009	0.1899	726.6207	3.4453	0.1982
26.9900	0.0574	913.5332	2.9545	0.1695	733.7343	3.3002	0.1894	727.3563	3.4444	0.1977
27.0000	0.0574	913.8717	2.9545	0.1695	734.1601	3.2995	0.1893	728.0920	3.4435	0.1976
27.0100	0.0568	914.2102	2.9545	0.1677	734.5859	3.2987	0.1873	728.8276	3.4426	0.1954
27.0200	0.0551	914.5486	2.9545	0.1627	735.0117	3.2980	0.1816	729.5632	3.4417	0.1896
27.1000	0.0592	917.2564	2.9545	0.1750	738.4181	3.2921	0.1950	735.4483	3.4344	0.2034
27.1100	0.0605	917.5949	2.9545	0.1789	738.8439	3.2914	0.1993	736.1839	3.4335	0.2079
27.1200	0.0606	917.9333	2.9545	0.1792	739.2697	3.2906	0.1995	736.9195	3.4326	0.2082
27.1300	0.0604	918.2718	2.9545	0.1784	739.6955	3.2899	0.1986	737.6552	3.4317	0.2072
27.1400	0.0604	918.6103	2.9545	0.1786	740.1213	3.2892	0.1988	738.3908	3.4308	0.2073
27.1500	0.0612	918.9488	2.9545	0.1808	740.5471	3.2884	0.2012	739.1264	3.4299	0.2099
27.1600	0.0625	919.2872	2.9545	0.1848	740.9729	3.2877	0.2056	739.8621	3.4290	0.2144
27.1700	0.0639	919.6257	2.9545	0.1887	741.3987	3.2870	0.2099	740.5977	3.4281	0.2189
27.1800	0.0646	919.9642	2.9545	0.1909	741.8245	3.2862	0.2123	741.3333	3.4272	0.2214
27.1900	0.0646	920.3026	2.9545	0.1908	742.2503	3.2855	0.2121	742.0690	3.4263	0.2212
27.2000	0.0641	920.6411	2.9545	0.1895	742.6761	3.2848	0.2107	742.8046	3.4254	0.2197
27.2100	0.0636	920.9796	2.9545	0.1880	743.1019	3.2841	0.2089	743.5402	3.4245	0.2179
27.2200	0.0631	921.3181	2.9545	0.1864	743.5277	3.2833	0.2072	744.2759	3.4236	0.2160
27.2300	0.0628	921.6565	2.9545	0.1854	743.9535	3.2826	0.2060	745.0115	3.4227	0.2148
27.2400	0.0625	921.9950	2.9545	0.1846	744.3793	3.2819	0.2051	745.7471	3.4218	0.2139
27.2500	0.0619	922.3335	2.9545	0.1829	744.8051	3.2812	0.2032	746.4828	3.4209	0.2118
27.2600	0.0609	922.6719	2.9545	0.1800	745.2308	3.2804	0.1998	747.2184	3.4200	0.2083
27.2700	0.0597	923.0104	2.9545	0.1763	745.6566	3.2797	0.1957	747.9540	3.4191	0.2040
27.2800	0.0587	923.3489	2.9545	0.1733	746.0824	3.2790	0.1923	748.6897	3.4182	0.2005
27.2900	0.0584	923.6874	2.9545	0.1724	746.5082	3.2783	0.1913	749.4253	3.4173	0.1994
27.3000	0.0589	924.0258	2.9545	0.1739	746.9340	3.2775	0.1929	750.1609	3.4164	0.2011
27.3100	0.0599	924.3643	2.9545	0.1770	747.3598	3.2768	0.1964	750.8966	3.4156	0.2047
27.3200	0.0612	924.7028	2.9545	0.1808	747.7856	3.2761	0.2005	751.6322	3.4147	0.2090
27.3300	0.0624	925.0412	2.9545	0.1845	748.2114	3.2754	0.2045	752.3678	3.4138	0.2132
27.3400	0.0636	925.3797	2.9545	0.1879	748.6372	3.2746	0.2083	753.1034	3.4129	0.2171
27.3500	0.0647	925.7182	2.9545	0.1910	749.0630	3.2739	0.2117	753.8391	3.4120	0.2206
27.3600	0.0656	926.0566	2.9545	0.1937	749.4888	3.2732	0.2146	754.5747	3.4111	0.2236
27.3700	0.0663	926.3951	2.9545	0.1959	749.9146	3.2725	0.2170	755.3103	3.4102	0.2261
27.3800	0.0671	926.7336	2.9545	0.1983	750.3404	3.2718	0.2196	756.0460	3.4093	0.2288
27.3900	0.0680	927.0721	2.9545	0.2009	750.7662	3.2710	0.2224	756.7816	3.4085	0.2317
27.4000	0.0687	927.4105	2.9545	0.2029	751.1920	3.2703	0.2246	757.5172	3.4076	0.2340
27.4100	0.0687	927.7490	2.9545	0.2030	751.6178	3.2696	0.2247	758.2529	3.4067	0.2341
