"E","C"
0.999900835781775,0.000178031631373735
0.999878754212219,0.000216634927299043
0.999874017253429,0.000225338605609231
0.999852242047889,0.000264402490047762
0.999879492836142,0.000215682900234659
0.999897327521556,0.000183699036395626
0.999861984521917,0.000246935139235921
0.999888879088958,0.000199233014127109
0.999872969691674,0.000227408405764121
0.999873825468238,0.000225814469526711
0.999882362569448,0.000210445290325364
0.999871810996773,0.00022920873333635
0.999901043953358,0.00017718482056768
0.999865770350688,0.000240466508685265
0.999844862529719,0.000277774274034173
0.999879741503087,0.000215184072755716
0.999867868660366,0.000236553603168646
0.999848692143201,0.000270272841195654
0.999887727897463,0.000200612086436443
0.999887136774303,0.000202376672780288
0.999864792209338,0.000241420057642239
0.999890085340727,0.000196648857482197
0.999880611858312,0.000213587617436386
0.999856363996932,0.000256854686920007
0.999889652916645,0.000197573368574389
0.999875034499819,0.000223390723303734
0.999872202083456,0.000229099243304364
0.999823645686131,0.000315522297020698
0.99986402387198,0.000242974473769081
0.999908045711502,0.000164566681350428
0.999876984788805,0.000220463209858273
0.999868601705227,0.000235028712540297
0.999898620959275,0.000181480691475155
0.999828249757878,0.00030665327432104
0.999885121147288,0.000205490641632143
0.999882605425179,0.000210169310215664
0.999878185238224,0.00021779718424156
0.999865447100737,0.000240848756727867
0.999885993107289,0.000204411551606522
0.999870467774213,0.000231717114816535
0.999881765919274,0.000211380664276286
0.999857541917153,0.000255001879675525
0.999861792418051,0.000247073041996953
0.999894150483273,0.000189254264280923
0.99984012290718,0.000285925384272061
0.999865035695542,0.000241503863776996
0.999828852493967,0.000305924254579889
0.999879952496529,0.000215128834349716
0.999880061370988,0.000214746126482029
0.99986577657944,0.00024035358451287
0.999881518385454,0.000212086981639125
0.999868602673819,0.000235315293943502
0.999868786987055,0.000234241898486337
0.999881272018395,0.000212467351189278
0.999856318913763,0.000256850283070784
0.999876384442335,0.00022070011039399
0.999869517694343,0.000233203544159612
0.999900459443702,0.000178196692789774
0.999873977454194,0.000225342814674521
0.999860933500256,0.000249467623752975
0.999920304822211,0.000142544406273032
0.999901219652244,0.000176984639905231
0.999876124268353,0.000221785957840309
0.999884486476745,0.000206264099281396
0.999894741202118,0.000188796624946119
0.999899711034103,0.000179553230586036
0.999864823632669,0.000242052995791827
0.999890873663553,0.000195318684774542
0.999866404771339,0.000238607033669491
0.999903513299822,0.000172516316753729
0.999898805813912,0.000180852561333962
0.999887081588772,0.000202315920091764
0.999873178929233,0.000226638748663001
0.999903234626165,0.000173127654058301
0.999864355332279,0.000242603483782091
0.999898336807967,0.000181887549034932
0.999847209101524,0.000273609798086265
0.999890721681088,0.000195550653004394
0.999892943723672,0.000191646824368469
0.999831497517698,0.000301919724303964
0.999898460457272,0.000181843054478392
0.99990639926301,0.000166841666912324
0.999856270123025,0.000256810374568789
0.999816558903647,0.000328629445162302
0.999893769146888,0.000189794655521021
0.999874818230971,0.000223984341185249
0.999879929123877,0.000214361958515666
0.999895823802444,0.000186199428153529
0.999896297106468,0.000185934831603169
0.99989225884967,0.000192654684913363
0.999886484360648,0.000203208565491199
0.999881743481767,0.00021159813458471
0.999894008603243,0.00018929133493738
0.999888004900644,0.000199865001824383
0.999887105199063,0.000202033248209561
0.999891066805216,0.00019492432745857
0.999842787515027,0.000281325328177114
0.999880681296192,0.000213709163775353
0.99985905859472,0.000251984969636602
0.999906137078057,0.000167940235208953
0.999848128041078,0.000271969610023464
0.999880262826454,0.000214232268633099
0.999848453797484,0.000271448056661793
0.999889219553123,0.000197926807864384
0.999883902867329,0.000207367098351578
0.999847723035265,0.00027214518387237
0.999869504638168,0.000233624622236975
0.999877299715581,0.000219410745545711
0.999895099378984,0.000187470132162543
0.999874417293181,0.000224652638509666
0.999890212636812,0.000196771835658318
0.999892316659024,0.000192637487851463
0.999894659485627,0.000188667828574076
0.999900003652243,0.000178623027206675
0.999883102765417,0.000209616116247299
0.999889731644098,0.000197408552377125
0.999912353007006,0.000156893962381785
0.999873049678714,0.000227071311876699
0.999896550212971,0.000185215036186175
0.999890355745333,0.000196308088152857
0.999857826687904,0.000254889447442693
0.999886421476453,0.000203223198853923
0.999908997741985,0.000162694063612365
0.999858439060022,0.000253669089020251
0.999903473659849,0.000172986315797326
0.999856871684272,0.000255927077858719
0.99986691478242,0.000238018320405828
0.999873501884145,0.000226699012947074
0.999883361823436,0.000208599647690143
0.9998744470376,0.000224684641613535
0.999895736085481,0.000186786550879216
0.999869176673628,0.000233697305645526
0.999899152142452,0.00018032954029802
0.999872124459509,0.000228812725107332
0.999871498472124,0.000230230226921545
0.999861400797689,0.000247955354030853
0.999875370550374,0.000223156228982002
0.999878013089282,0.00021844427461697
0.999887398052187,0.00020158336335455
0.999862868888945,0.000245689568216037
0.999841637713381,0.000283516657822021
0.999900276767072,0.000178478162567264
0.999898701549597,0.000181213208294084
0.99986079738086,0.000248458811088496
0.999892121054315,0.000192609268000978
0.999901824981767,0.000175733071506751
0.999846486769263,0.000275046116096764
0.999892110926193,0.000193364401905443
0.999899309869138,0.000180264623714837
0.999878464008863,0.000217274040988319
0.999859479289332,0.000251745246510526
0.999886973305886,0.000202137202730213
0.999883496089538,0.000208241090723828
0.999879579980162,0.000215944698505173
0.999892779226105,0.000192581334520609
0.99988800957435,0.000200372570260225
0.999880624941232,0.000213354669896138
0.999859767960472,0.000251208704579197
0.999888988350733,0.000198892773498963
0.999896617367778,0.000185255196539535
0.999871044358273,0.000231341726024612
0.999865364365998,0.000241237805505502
0.999835045081511,0.000294975870407297
0.999857774253567,0.000254613048232536
0.999877877002522,0.000218684368093518
0.999864842689581,0.00024155189178867
0.999884058290538,0.000208122250676613
0.999852992001599,0.000263319883589877
0.999861910073173,0.000246872477382755
0.999880973732512,0.000212987423502924
0.999885508063296,0.000205368165499419
0.999856809585977,0.000256234364574087
0.999886949146835,0.000201978300446015
0.999859099148959,0.000252253857074462
0.999870633292184,0.000231014462017081
0.999882151175245,0.000210710013581994
0.999905196758528,0.00016971736229561
0.999912959902819,0.000155783232820746
0.999880428089528,0.000213856741019013
0.999878929273883,0.000216358994886492
0.999890990249026,0.000194773047757443
0.999869131604756,0.000233953365480506
0.99988003007093,0.000214756469396929
0.999858586685281,0.000253637096775132
0.99988055325324,0.000213839419225669
0.999893321810797,0.000190581412469572
0.999866548096839,0.000238566240373387
0.999882608004737,0.000210201949625593
0.999879049915353,0.000215988873590109
0.999891397457937,0.000194439998244925
0.999854860838782,0.000259478335286368
0.999874008183363,0.000225479308355336
0.999868418813222,0.000235203229394783
0.999886045790561,0.000203996778540928
0.999884679463676,0.000206495054410632
0.999841797255255,0.000282999032372383
0.999868720530806,0.000235139510174824
0.99984552603793,0.000276447629305755
0.999878732378513,0.000216972726606954
0.999888965827989,0.000198354550293822
0.999906142779404,0.000168057287332776
0.999887795294769,0.000201475914397671
0.999887884265687,0.000200698921966136
0.999858018216051,0.000254114312075718
0.999863818612912,0.000244073885810344
0.999872145804009,0.000229106956604274
0.999870302738308,0.000231956936275231
0.999837431013106,0.000290765300163292
0.999875362859224,0.000223404553390139
0.999853580796957,0.000262379033738282
0.999876297756014,0.000221517007964534
0.999844737218296,0.000277342507941015
0.999883500497119,0.000208450655338813
0.999836325264764,0.000293013344042913
0.99993113014212,0.000123266610040146
0.999856127217905,0.000257412118827265
0.99987177306828,0.000229524715921657
0.999899432504231,0.00017970074989249
0.999881422370648,0.000211596051078255
0.999893513569908,0.000190745128454683
0.999850659876497,0.000267621713751447
0.999879649586228,0.000215293603537571
0.999877780908533,0.000218686803563741
0.999885065776464,0.000205474445076902
0.999898827795326,0.000180847426390136
0.999897218221255,0.000183869208761354
0.999883290839483,0.000209021004922821
0.999881640544777,0.000212366152809299
0.999859060141728,0.000251955118752556
0.999877312476935,0.000219454108216955
0.999880088130711,0.000214556853743342
0.999856527288187,0.000256515950543365
0.999893936623255,0.000189632465661533
0.999887133417294,0.000202193371552095
0.999887584973316,0.000201190487445241
0.999862668636307,0.000246509288748654
0.999906141623392,0.000168055811912958
0.999884104814892,0.000207091266238636
0.999870020061894,0.000232300512885488
0.999873167137553,0.000226881342925851
0.999884196900618,0.000207252600324768
0.999898664854001,0.000181200992341663
0.999890094755714,0.000196567325604106
0.999870258926518,0.000232424201727556
0.999888862571917,0.000198999022222566
0.999856295009285,0.000257119553352805
0.999888607966281,0.000199267400556255
0.999909640032941,0.000161816289552367
0.999862448092472,0.000245938437625388
0.999899724174664,0.000179458288257318
0.999886416887709,0.00020339370716691
0.999887326840407,0.000201378460951255
0.999876315442982,0.000221456095171849
0.999885123260307,0.000205088712379008
0.999867555412971,0.000235903611574818
0.999907794568526,0.000164883589518659
0.999889116876459,0.000198245564691323
0.999901078445798,0.000176822797260211
0.999916477261315,0.000149340114222159
0.999882148385928,0.000211041950497228
0.999865142430968,0.000241171240640957
0.999847418284892,0.000272908697182373
0.999885987914558,0.000204010440933118
0.999871016576317,0.000230321968737275
0.999880286720551,0.000213735027869885
0.999873509758287,0.000226612095962685
0.999899121083923,0.000180206320717727
0.999842238908108,0.000281973747631041
0.999883578835181,0.000208516418190792
0.999896525565624,0.000185329904138068
0.999874500419669,0.000224181749593541
0.99987720149026,0.000219427463921788
0.99986959999555,0.000233140589982119
0.999901776386979,0.000175581768551533
0.999881094493789,0.000211980657525226
0.999902518441039,0.000174573375867889
0.999900888998488,0.000177562110462902
0.999885466940437,0.000204726707671199
0.999879205956406,0.000216211130340926
0.99986145083856,0.000248045916426242
0.999910747572507,0.000159479128832936
0.999856460272601,0.000256284046631486
0.999861708929449,0.000247294350309673
0.99990873348293,0.000163460604478051
0.999863360560798,0.000244575111441745
0.999881700619063,0.000211873433178519
0.999897224951063,0.000183970662830708
0.999880333025398,0.00021421062988064
0.999898799466757,0.000181084676929171
0.999881291163976,0.000212269496265485
0.999855551529256,0.000259124090706251
0.999906916249222,0.000166701207981713
0.999863010245411,0.000244975671371625
0.999887228652383,0.000201665606774279
0.999888239107649,0.000200159114255033
0.999871235796691,0.000230683217224275
0.999892026090756,0.000193328690209022
0.999847783355461,0.00027167151749459
0.999883270462765,0.00020879156194251
0.999887610407274,0.00020124718596148
0.99988095702391,0.000213184178564914
