"STATION","NAME","DATE","TMAX"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-15","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-16","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-17","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-18","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-19","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-20","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-21","66"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-22","57"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-23","64"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-24","70"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-25","68"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-26","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-27","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-28","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-29","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-30","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-01-31","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-01","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-02","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-03","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-04","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-05","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-06","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-07","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-08","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-09","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-10","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-11","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-12","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-13","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-14","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-15","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-16","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-17","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-18","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-19","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-20","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-21","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-22","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-23","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-24","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-25","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-26","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-27","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-02-28","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-01","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-02","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-03","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-04","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-05","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-06","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-07","72"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-08","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-09","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-10","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-11","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-12","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-13","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-14","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-15","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-16","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-17","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-18","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-19","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-20","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-21","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-22","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-23","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-24","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-25","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-26","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-27","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-28","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-29","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-30","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-03-31","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-01","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-02","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-03","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-04","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-05","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-06","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-07","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-08","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-09","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-10","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-11","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-12","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-13","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-14","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-15","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-16","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-17","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-18","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-19","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-20","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-21","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-22","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-23","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-24","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-25","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-26","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-27","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-28","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-29","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-04-30","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-01","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-02","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-03","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-04","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-05","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-06","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-07","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-08","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-09","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-10","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-11","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-12","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-13","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-14","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-15","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-16","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-17","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-18","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-19","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-20","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-21","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-22","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-23","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-24","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-25","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-26","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-27","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-28","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-29","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-30","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-05-31","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-01","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-02","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-03","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-04","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-05","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-06","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-07","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-08","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-09","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-10","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-11","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-12","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-13","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-14","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-15","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-16","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-17","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-18","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-19","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-20","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-21","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-22","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-23","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-24","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-25","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-26","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-27","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-28","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-29","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-06-30","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-01","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-02","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-03","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-04","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-05","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-06","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-07","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-08","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-09","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-10","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-11","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-12","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-13","94"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-14","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-15","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-16","94"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-17","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-18","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-19","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-20","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-21","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-22","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-23","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-24","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-25","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-26","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-27","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-28","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-29","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-30","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-07-31","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-01","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-02","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-03","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-04","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-05","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-06","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-07","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-08","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-09","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-10","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-11","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-12","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-13","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-14","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-15","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-16","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-17","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-18","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-19","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-20","93"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-21","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-22","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-23","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-24","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-25","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-26","94"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-27","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-28","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-29","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-30","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-08-31","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-01","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-02","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-03","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-04","91"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-05","92"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-06","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-07","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-08","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-09","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-10","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-11","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-12","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-13","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-14","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-15","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-16","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-17","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-18","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-19","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-20","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-21","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-22","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-23","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-24","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-25","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-26","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-27","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-28","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-29","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-09-30","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-01","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-02","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-03","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-04","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-05","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-06","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-07","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-08","89"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-09","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-10","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-11","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-12","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-13","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-14","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-15","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-16","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-17","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-18","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-19","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-20","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-21","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-22","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-23","87"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-24","90"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-25","88"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-26","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-27","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-28","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-29","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-30","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-10-31","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-01","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-02","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-03","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-04","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-05","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-06","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-07","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-08","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-09","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-10","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-11","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-12","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-13","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-14","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-15","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-16","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-17","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-18","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-19","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-20","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-21","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-22","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-23","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-24","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-25","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-26","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-27","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-28","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-29","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-11-30","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-01","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-02","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-03","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-04","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-05","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-06","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-07","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-08","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-09","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-10","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-11","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2001-12-12","82"
