"E","C"
0.993126226430579,0.00663730993783547
0.992490119930595,0.00724650821505685
0.991025774187401,0.0086327214842528
0.991491238907234,0.0081872856507672
0.99121986770844,0.00844948478539829
0.992656387513736,0.00708765765636111
0.992590361456696,0.00715204056915163
0.991958016512492,0.00774745228309
0.9910445334902,0.00862946167660268
0.991941936251566,0.00776423731912623
0.993265524871672,0.00650496547442911
0.992269328208486,0.00744944332593623
0.991549498490014,0.00814114487853068
0.992198474253978,0.00751685661755893
0.989975278317414,0.00962455895273566
0.991726412920617,0.00796737659714467
0.991584281955537,0.00810252363513447
0.992409228454841,0.00731819002140916
0.991387541417126,0.00828732471754341
0.990263484455308,0.00936174857636747
0.992829700880364,0.00691943944569489
0.990861440729628,0.00879022572724123
0.990419117062004,0.00920859190631958
0.988271871949534,0.0112735858247257
0.991807876929692,0.00789263886307552
0.991185131511002,0.00848280301869101
0.991192800409375,0.00847295545587652
0.992931408713165,0.00682901607313084
0.991658747500708,0.0080310481847569
0.992808482065607,0.00693811653435287
0.991039622337576,0.00862151263019501
0.992093383331146,0.00761973392804737
0.991955108245834,0.00775150031224623
0.992914760967569,0.00684221730411674
0.99222494029207,0.00749943043143325
0.990806774967441,0.00884291802511761
0.99361644370716,0.0061796011995376
0.991298862759479,0.00837124201216752
0.990127441927301,0.00948169042270192
0.992716346083462,0.00702682370392291
0.991763415283402,0.00793161703435768
0.992883898576313,0.00687022398981577
0.990927474436957,0.00872869609945843
0.992290391373801,0.00743162071608189
0.992144768909779,0.0075724641851375
0.992487643919027,0.00724603550178936
0.990145754198676,0.00946407884745943
0.990749913584725,0.0088932414386551
0.991209091257275,0.00845575715541939
0.992816007139908,0.00692987421113303
0.992209165471046,0.00751448952237277
0.991993613456115,0.00771132508832255
0.992070346274892,0.00763509958323773
0.992292817493014,0.00742861729393477
0.992260357307413,0.00746246084298541
0.991790881435103,0.0079069623000405
0.992341185117863,0.00738284935562149
0.992058080768018,0.00765538198284604
0.991158669983683,0.00850602622787542
0.991799259618173,0.00789757064590356
0.991147528773235,0.00851816681923122
0.991688593062534,0.0080005199069122
0.990518717564623,0.00911339019296365
0.993104252084579,0.00665399807111032
0.991784536170931,0.00791210806497348
0.991474697063361,0.00820526005124637
0.991666780007413,0.00802344303149718
0.991610440685706,0.00808403852000388
0.991602286489623,0.00808737862349054
0.990856973751212,0.00879491842860609
0.991860535675653,0.00784669940492303
0.991118594129814,0.00855988330043711
0.991217356557957,0.00845348131392786
0.991629357259622,0.00805852280323833
0.991631264262146,0.00805903301061018
0.991950233566199,0.00775692599092579
0.991008180220313,0.008647823933826
0.990535355204795,0.00910714808275628
0.991319412780884,0.00835049218741843
0.992393128572428,0.00733647317981799
0.991098700360508,0.00855343900119784
0.991770481835802,0.00792634092474047
0.991843638461699,0.00785849838543679
0.990725495418515,0.00891440001099506
0.990798625050731,0.00885557711670828
0.992036857500904,0.00767735104376421
0.991029252765388,0.00863668853892194
0.992910652938404,0.00684247420709332
0.992082555058131,0.00763205833121689
0.992274423241992,0.00744625240550017
0.99123749617884,0.00843112444005889
0.992622626250319,0.00711895808266303
0.991322777326563,0.00833898673360748
0.990783046322798,0.00886430281718516
0.992407723076481,0.00731885368357311
0.991786737159036,0.00790583751388034
0.991911786604368,0.0077828962937607
0.991665585461243,0.0080228088559479
0.990001946665437,0.0096074406422315
0.991901279885284,0.00780140944493988
0.990785416968518,0.00885839312991823
0.99301600621849,0.00674175775549554
0.991963512598259,0.00774360953549755
0.992372127292394,0.00735304419719243
0.991851268576588,0.0078462270368257
0.990306275372996,0.00931050886317872
0.99227991036223,0.00743150927882512
0.991449779376252,0.00822900956876871
0.991100846341385,0.00854565840816268
0.991543233001986,0.00814406351232473
0.992485081827559,0.00724394330305597
0.991195702096494,0.00846781871560223
0.992297591653649,0.00742716096737256
0.991781584829753,0.00791474652682909
0.992687028913886,0.00705568774751495
0.991604113131666,0.00809857717689772
0.991927514946667,0.00777553161915289
0.991771017321589,0.00792965932021882
0.990820858124056,0.00882780845299256
0.991850539218478,0.00784974304508106
0.992633407406106,0.00710658035056973
0.99135825724365,0.0083102476002678
0.990656898811996,0.00896473606163118
0.991756491171644,0.00793791526973608
0.992569029157894,0.00717617868782916
0.99117875496795,0.00849531817911122
0.991978636582258,0.00772895921632349
0.990805823322354,0.00884057794161478
0.992686543704259,0.00705607770070545
0.990463242143298,0.00916290780776506
0.990604322375746,0.00903031972389733
0.991985035556317,0.00771594262543775
0.990816088051392,0.00883190403316646
0.992272658879959,0.00745931886642557
0.992185705231316,0.00753132915942537
0.991797948001484,0.0078998585944674
0.990628435439331,0.00900365673511358
0.991302446112289,0.00836570071564337
0.991493398323731,0.00819024899959587
0.991430867552423,0.00824290514608675
0.992081783905665,0.0076337957076552
0.99248656230503,0.00724565346788241
0.99170769571996,0.00799032913002322
0.991976130000645,0.00772760457729928
0.990864131027207,0.00878294113959563
0.992125818399369,0.00758520108620124
0.992151797456581,0.00755933044345743
0.991994242537393,0.00771261580115367
0.991059702069334,0.00859904383552521
0.990422200031512,0.00920004062120681
0.99132689599488,0.0083497434484511
0.991281030237371,0.0083816755448577
0.993226891026602,0.00653847774851801
0.992691406339209,0.00704974005278083
0.992161921472435,0.00755191554557977
0.991314741979963,0.00835784442567894
0.991276461145006,0.00839872926007846
0.99070821456992,0.00892749484358631
0.991427444333475,0.00825285318302591
0.990682002125855,0.00895529230310781
0.990942903821536,0.00871339909865501
0.992862658946222,0.00688639397384558
0.991604705882581,0.00808606981732967
0.990475846223763,0.00915431601239611
0.991858926931456,0.0078420264882073
0.992437713399557,0.00729160077059679
0.99338794316491,0.00639140663852609
0.991794440507335,0.00790168127080288
0.992904723467547,0.00684916009842013
0.991097757755084,0.00856082127188295
0.99038940980198,0.00923836612338535
0.991723179769588,0.00797382905812659
0.991133026679861,0.00853236281162361
0.991658965213034,0.00803155208750943
0.993408588518979,0.00636663880742599
0.991049081624976,0.00861662974546493
0.990248090594463,0.00936899183640886
0.992426018689438,0.00730169353329137
0.990209656195271,0.00940627569267975
0.992050219988926,0.00766005456778292
0.992876137802938,0.00689110154522211
0.992545073731201,0.00719035626070516
0.994345907720698,0.00547071280139242
0.991328537148064,0.00834063880380639
0.99288339410159,0.00686562857892328
0.991960732166904,0.00775808293830557
0.993193678947337,0.0065819821444918
0.990488667259284,0.00913923146272031
0.990996029048502,0.00865586433089346
0.991172233632432,0.00849068285204168
0.994064846210764,0.00574287868721234
0.993281414105307,0.00648655841440105
0.991919317350073,0.00778696818941673
0.993956336515372,0.00584647126430876
0.992284764949396,0.00744039251348851
0.991005326083087,0.00865240825455784
0.991357876953829,0.00831709147234926
0.989314247821764,0.0102499497268063
0.9918840586281,0.00782397799336589
0.990772191768548,0.00887219481997693
0.991995219058756,0.00771802396249509
0.99235539471276,0.00737232081088821
0.991137423940068,0.00852598254144619
0.992974392744958,0.00677996950555533
0.990682410418121,0.00896325832052851
0.991621978946079,0.00806736149227717
0.991891380589913,0.00781137834475259
0.992351136042685,0.00737505789925342
0.991677795461685,0.0080126273719758
0.991705407945562,0.00799048872935385
0.990601710164135,0.00903460342364584
0.991995322520454,0.00770776390158853
0.992970759774938,0.00678671086681803
0.990686687298319,0.00895396945160184
0.991011979515761,0.00864542267426674
0.992639705424789,0.00709388391859945
0.990554100930175,0.00908089363577825
0.992594625774451,0.00714167647620152
0.991143427166176,0.008522944400252
0.990945805052108,0.00870854611472089
0.990768836720668,0.00887475396303306
0.992034548748893,0.00767515875234818
0.991949604687238,0.00775264381987693
0.991809510029401,0.00788982586981462
0.993139242516106,0.0066253203043604
0.992853756154112,0.00689296023099746
0.991368453778342,0.00830650981796241
